cid,title,cat,cat_path,page,langs,n_langs
KOP000507,종묘,역사관광,역사관광 > 역사유적지 > 고궁,3,KOP000507:한국어|ENP000507:영어|JPP000507:일본어|CNP000507:중국어 간체|TCP000507:중국어 번체|RUP000507:러시아어|MLP000507:말레이어,7
KOP000471,운현궁,역사관광,역사관광 > 역사유적지 > 고궁,3,KOP000471:한국어|ENP000471:영어|JPP000471:일본어|CNP000471:중국어 간체|TCP000471:중국어 번체|RUP000471:러시아어|MLP000471:말레이어,7
KOP000411,봉은사,역사관광,역사관광 > 종교성지,3,KOP000411:한국어|ENP000411:영어|JPP000411:일본어|CNP000411:중국어 간체|TCP000411:중국어 번체|RUP000411:러시아어|MLP000411:말레이어,7
KOP000297,창경궁,역사관광,역사관광 > 역사유적지 > 고궁,3,KOP000297:한국어|ENP000297:영어|JPP000297:일본어|CNP000297:중국어 간체|TCP000297:중국어 번체|RUP000297:러시아어|MLP000297:말레이어,7
KOP000295,창덕궁,역사관광,역사관광 > 역사유적지 > 고궁,3,KOP000295:한국어|ENP000295:영어|JPP000295:일본어|CNP000295:중국어 간체|TCP000295:중국어 번체|RUP000295:러시아어|MLP000295:말레이어,7
KOP000276,남산골 한옥마을,역사관광,역사관광 > 역사유적지 > 기타역사유적지,3,KOP000276:한국어|ENP000276:영어|JPP000276:일본어|CNP000276:중국어 간체|TCP000276:중국어 번체|RUP000276:러시아어|MLP000276:말레이어,7
KOP000090,서울 한양도성,역사관광,역사관광 > 역사유적지 > 성/문,3,KOP000090:한국어|ENP000090:영어|JPP000090:일본어|CNP000090:중국어 간체|TCP000090:중국어 번체|RUP000090:러시아어|MLP000090:말레이어,7
KOP000072,경복궁,역사관광,역사관광 > 역사유적지 > 고궁,3,KOP000072:한국어|ENP000072:영어|JPP000072:일본어|CNP000072:중국어 간체|TCP000072:중국어 번체|RUP000072:러시아어|MLP000072:말레이어,7
KOP010567,송월동 일대,역사관광,역사관광 > 역사유적지 > 사적지,3,KOP010567:한국어|ENP010567:영어|JPP010567:일본어|CNP010567:중국어 간체|TCP010567:중국어 번체|RUP010567:러시아어|MLP010567:말레이어,7
KOP006251,진관사,역사관광,역사관광 > 종교성지,3,KOP006251:한국어|ENP006251:영어|JPP006251:일본어|CNP006251:중국어 간체|TCP006251:중국어 번체|RUP006251:러시아어,6
KOP005240,헌인릉,역사관광,역사관광 > 역사유적지 > 고분/능,3,KOP005240:한국어|ENP005240:영어|JPP005240:일본어|CNP005240:중국어 간체|TCP005240:중국어 번체|RUP005240:러시아어,6
KOP005205,의릉,역사관광,역사관광 > 역사유적지 > 고분/능,3,KOP005205:한국어|ENP005205:영어|JPP005205:일본어|CNP005205:중국어 간체|TCP005205:중국어 번체|RUP005205:러시아어,6
KOP004863,서울중앙성원,역사관광,역사관광 > 종교성지,3,KOP004863:한국어|ENP004863:영어|JPP004863:일본어|CNP004863:중국어 간체|TCP004863:중국어 번체|RUP004863:러시아어|MLP004863:말레이어,7
KOP005015,대각사,역사관광,역사관광 > 종교성지,3,KOP005015:한국어|ENP005015:영어|JPP005015:일본어|CNP005015:중국어 간체|TCP005015:중국어 번체|RUP005015:러시아어,6
KOP004524,영휘원 숭인원(홍릉),역사관광,역사관광 > 역사유적지 > 고분/능,3,KOP004524:한국어|ENP004524:영어|JPP004524:일본어|CNP004524:중국어 간체|TCP004524:중국어 번체|RUP004524:러시아어,6
KOP004513,사육신공원,역사관광,역사관광 > 역사유적지 > 기타역사유적지,3,KOP004513:한국어|ENP004513:영어|JPP004513:일본어|CNP004513:중국어 간체|TCP004513:중국어 번체|RUP004513:러시아어,6
KOP004198,환구단(원구단),역사관광,역사관광 > 역사유적지 > 근대건축물,3,KOP004198:한국어|ENP004198:영어|JPP004198:일본어|CNP004198:중국어 간체|TCP004198:중국어 번체|RUP004198:러시아어|MLP004198:말레이어,7
KOP004101,홍지문 탕춘대성,역사관광,역사관광 > 역사유적지 > 성/문,3,KOP004101:한국어|ENP004101:영어|JPP004101:일본어|CNP004101:중국어 간체|TCP004101:중국어 번체|RUP004101:러시아어,6
KOP004036,명동성당,역사관광,역사관광 > 종교성지,3,KOP004036:한국어|ENP004036:영어|JPP004036:일본어|CNP004036:중국어 간체|TCP004036:중국어 번체|RUP004036:러시아어,6
KOP003629,예술가의 집 (구 서울대학교 본관),역사관광,역사관광 > 역사유적지 > 근대건축물,4,KOP003629:한국어|RUP003629:러시아어,2
KOP003305,봉황각,역사관광,역사관광 > 역사유적지 > 사적지,4,KOP003305:한국어|ENP003305:영어|JPP003305:일본어|CNP003305:중국어 간체|TCP003305:중국어 번체|RUP003305:러시아어,6
KOP003266,창의문,역사관광,역사관광 > 역사유적지 > 성/문,4,KOP003266:한국어|ENP003266:영어|JPP003266:일본어|CNP003266:중국어 간체|TCP003266:중국어 번체|RUP003266:러시아어,6
KOP003176,성균관 명륜당,역사관광,역사관광 > 역사유적지 > 사적지,4,KOP003176:한국어|ENP003176:영어|JPP003176:일본어|CNP003176:중국어 간체|TCP003176:중국어 번체|RUP003176:러시아어,6
KOP002544,방이동 백제고분군,역사관광,역사관광 > 역사유적지 > 고분/능,4,KOP002544:한국어|ENP002544:영어|JPP002544:일본어|CNP002544:중국어 간체|TCP002544:중국어 번체|RUP002544:러시아어,6
KOP002395,세검정,역사관광,역사관광 > 역사유적지 > 사적지,4,KOP002395:한국어|ENP002395:영어|JPP002395:일본어|CNP002395:중국어 간체|TCP002395:중국어 번체|RUP002395:러시아어|MLP002395:말레이어,7
KOP003459,정릉,역사관광,역사관광 > 역사유적지 > 고분/능,4,KOP003459:한국어|ENP003459:영어|JPP003459:일본어|CNP003459:중국어 간체|TCP003459:중국어 번체|RUP003459:러시아어,6
KOP002250,영학정,역사관광,역사관광 > 역사유적지 > 사적지,4,KOP002250:한국어|ENP002250:영어|JPP002250:일본어|CNP002250:중국어 간체|TCP002250:중국어 번체|RUP002250:러시아어,6
KOP002132,정동제일교회,역사관광,역사관광 > 종교성지,4,KOP002132:한국어|ENP002132:영어|JPP002132:일본어|CNP002132:중국어 간체|TCP002132:중국어 번체|RUP002132:러시아어,6
KOP002174,암사동 선사주거지,역사관광,역사관광 > 역사유적지 > 사적지,4,KOP002174:한국어|ENP002174:영어|JPP002174:일본어|CNP002174:중국어 간체|TCP002174:중국어 번체|RUP002174:러시아어,6
KOP002121,삼청동 골목길,역사관광,역사관광 > 역사유적지 > 근대건축물,4,KOP002121:한국어|ENP002121:영어|JPP002121:일본어|CNP002121:중국어 간체|TCP002121:중국어 번체|RUP002121:러시아어|MLP002121:말레이어,7
KOP002046,덕수궁,역사관광,역사관광 > 역사유적지 > 고궁,4,KOP002046:한국어|ENP002046:영어|JPP002046:일본어|CNP002046:중국어 간체|TCP002046:중국어 번체|RUP002046:러시아어|MLP002046:말레이어,7
KOP002010,안동교회 소허당,역사관광,역사관광 > 종교성지,4,KOP002010:한국어|ENP002010:영어|JPP002010:일본어|CNP002010:중국어 간체|TCP002010:중국어 번체|RUP002010:러시아어|MLP002010:말레이어,7
KOP001953,풍납토성,역사관광,역사관광 > 역사유적지 > 성/문,4,KOP001953:한국어|ENP001953:영어|JPP001953:일본어|CNP001953:중국어 간체|TCP001953:중국어 번체|RUP001953:러시아어,6
KOP001932,순라길,역사관광,역사관광 > 역사유적지 > 기타역사유적지,4,KOP001932:한국어|ENP001932:영어|JPP001932:일본어|CNP001932:중국어 간체|TCP001932:중국어 번체|RUP001932:러시아어|MLP001932:말레이어,7
KOP002030,대한성공회서울주교좌성당(서울성공회성당),역사관광,역사관광 > 종교성지,4,KOP002030:한국어|ENP002030:영어|JPP002030:일본어|CNP002030:중국어 간체|TCP002030:중국어 번체|RUP002030:러시아어|MLP002030:말레이어,7
KOP003387,구 공업전습소 본관(구 중앙시험소 청사),역사관광,역사관광 > 역사유적지 > 근대건축물,4,KOP003387:한국어|ENP003387:영어|JPP003387:일본어|CNP003387:중국어 간체|TCP003387:중국어 번체|RUP003387:러시아어|MLP003387:말레이어,7
KOP001904,보신각(상설타종행사),역사관광,역사관광 > 역사유적지 > 기타역사유적지,4,KOP001904:한국어|ENP001904:영어|JPP001904:일본어|CNP001904:중국어 간체|TCP001904:중국어 번체|RUP001904:러시아어|MLP001904:말레이어,7
KOP001862,원효로성당,역사관광,역사관광 > 종교성지,4,KOP001862:한국어|ENP001862:영어|JPP001862:일본어|CNP001862:중국어 간체|TCP001862:중국어 번체|RUP001862:러시아어|MLP001862:말레이어,7
KOP001845,약현성당,역사관광,역사관광 > 종교성지,4,KOP001845:한국어|ENP001845:영어|JPP001845:일본어|CNP001845:중국어 간체|TCP001845:중국어 번체|RUP001845:러시아어,6
KOP001831,서대문형무소역사관,역사관광,역사관광 > 역사유적지 > 근대건축물,5,KOP001831:한국어|ENP001831:영어|JPP001831:일본어|CNP001831:중국어 간체|TCP001831:중국어 번체|RUP001831:러시아어,6
KOP001824,사직단,역사관광,역사관광 > 역사유적지 > 고궁,5,KOP001824:한국어|ENP001824:영어|JPP001824:일본어|CNP001824:중국어 간체|TCP001824:중국어 번체|RUP001824:러시아어,6
KOP003255,길상사,역사관광,역사관광 > 종교성지,5,KOP003255:한국어|ENP003255:영어|JPP003255:일본어|CNP003255:중국어 간체|TCP003255:중국어 번체|RUP003255:러시아어,6
KOP002586,조계사,역사관광,역사관광 > 종교성지,5,KOP002586:한국어|ENP002586:영어|JPP002586:일본어|CNP002586:중국어 간체|TCP002586:중국어 번체|RUP002586:러시아어,6
KOP002435,연세대학교 스팀슨관&amp;언더우드관&amp;아펜젤러관,역사관광,역사관광 > 역사유적지 > 근대건축물,5,KOP002435:한국어|ENP002435:영어|JPP002435:일본어|CNP002435:중국어 간체|TCP002435:중국어 번체|RUP002435:러시아어,6
KOP002372,살곶이다리（전곶교）,역사관광,역사관광 > 역사유적지 > 사적지,5,KOP002372:한국어|ENP002372:영어|JPP002372:일본어|CNP002372:중국어 간체|TCP002372:중국어 번체|RUP002372:러시아어|MLP002372:말레이어,7
KOP001414,선정릉(선릉),역사관광,역사관광 > 역사유적지 > 고분/능,5,KOP001414:한국어|ENP001414:영어|JPP001414:일본어|CNP001414:중국어 간체|TCP001414:중국어 번체|RUP001414:러시아어,6
KOP001399,만해한용운 심우장,역사관광,역사관광 > 역사유적지 > 근대건축물,5,KOP001399:한국어|ENP001399:영어|JPP001399:일본어|CNP001399:중국어 간체|TCP001399:중국어 번체|RUP001399:러시아어|MLP001399:말레이어,7
KOPmagegz,능라도 광화문점,음식,음식 > 한식,1,KOPmagegz:한국어|ENPmagegz:영어|JPPmagegz:일본어|CNPmagegz:중국어 간체|TCPmagegz:중국어 번체|RUPmagegz:러시아어|MLPmagegz:말레이어,7
KOP5loufq,아리수만찬,음식,음식 > 한식,1,KOP5loufq:한국어|ENP5loufq:영어|JPP5loufq:일본어|CNP5loufq:중국어 간체|TCP5loufq:중국어 번체|RUP5loufq:러시아어|MLP5loufq:말레이어,7
KOPqqvqkm,제비다방,음식,음식 > 카페/찻집,1,KOPqqvqkm:한국어|ENPqqvqkm:영어|JPPqqvqkm:일본어|CNPqqvqkm:중국어 간체|TCPqqvqkm:중국어 번체|RUPqqvqkm:러시아어|MLPqqvqkm:말레이어,7
KOP3b9qip,곤밥,음식,음식 > 한식,1,KOP3b9qip:한국어|ENP3b9qip:영어|JPP3b9qip:일본어|CNP3b9qip:중국어 간체|TCP3b9qip:중국어 번체|RUP3b9qip:러시아어|MLP3b9qip:말레이어,7
KOPlgqke4,도덕과 규범 (Doduk&amp;Kyubum),음식,음식 > 카페/찻집,1,KOPlgqke4:한국어|ENPlgqke4:영어|JPPlgqke4:일본어|CNPlgqke4:중국어 간체|TCPlgqke4:중국어 번체|RUPlgqke4:러시아어|MLPlgqke4:말레이어,7
KOPc35r9m,노치 성수 (Cafe noci),음식,음식 > 카페/찻집,1,KOPc35r9m:한국어|ENPc35r9m:영어|JPPc35r9m:일본어|CNPc35r9m:중국어 간체|TCPc35r9m:중국어 번체|RUPc35r9m:러시아어|MLPc35r9m:말레이어,7
KOPsnbimq,피롤츠 커피하우스 용산점,음식,음식 > 카페/찻집,1,KOPsnbimq:한국어|ENPsnbimq:영어|JPPsnbimq:일본어|CNPsnbimq:중국어 간체|TCPsnbimq:중국어 번체|RUPsnbimq:러시아어|MLPsnbimq:말레이어,7
KOPkguc3l,마다밀,음식,음식,1,KOPkguc3l:한국어|ENPkguc3l:영어|JPPkguc3l:일본어|CNPkguc3l:중국어 간체|TCPkguc3l:중국어 번체|RUPkguc3l:러시아어|MLPkguc3l:말레이어,7
KOPj6enzc,고운돈 익선점,음식,음식 > 한식,1,KOPj6enzc:한국어|ENPj6enzc:영어|JPPj6enzc:일본어|CNPj6enzc:중국어 간체|TCPj6enzc:중국어 번체|RUPj6enzc:러시아어|MLPj6enzc:말레이어,7
KOPc6lslm,카페&amp;펍 연무장 던던 동대문점,음식,음식 > 카페/찻집,1,KOPc6lslm:한국어|ENPc6lslm:영어|JPPc6lslm:일본어|CNPc6lslm:중국어 간체|TCPc6lslm:중국어 번체|RUPc6lslm:러시아어|MLPc6lslm:말레이어,7
KOPwahkrc,교촌필방,음식,음식,1,KOPwahkrc:한국어|ENPwahkrc:영어|JPPwahkrc:일본어|CNPwahkrc:중국어 간체|TCPwahkrc:중국어 번체|RUPwahkrc:러시아어|MLPwahkrc:말레이어,7
KOP8rjhve,너마늘 안동갈비,음식,음식 > 한식,1,KOP8rjhve:한국어|ENP8rjhve:영어|JPP8rjhve:일본어|CNP8rjhve:중국어 간체|TCP8rjhve:중국어 번체|RUP8rjhve:러시아어|MLP8rjhve:말레이어,7
KOPzvtw4o,선릉청와대소금구이,음식,음식 > 한식,1,KOPzvtw4o:한국어|ENPzvtw4o:영어|JPPzvtw4o:일본어|CNPzvtw4o:중국어 간체|TCPzvtw4o:중국어 번체|RUPzvtw4o:러시아어|MLPzvtw4o:말레이어,7
KOPyercei,그램그램 압구정크루즈점,음식,음식 > 한식,1,KOPyercei:한국어|ENPyercei:영어|JPPyercei:일본어|CNPyercei:중국어 간체|TCPyercei:중국어 번체|RUPyercei:러시아어|MLPyercei:말레이어,7
KOPivj1sg,메리킹 서울북부점,음식,음식 > 한식,1,KOPivj1sg:한국어|ENPivj1sg:영어|JPPivj1sg:일본어|CNPivj1sg:중국어 간체|TCPivj1sg:중국어 번체|RUPivj1sg:러시아어|MLPivj1sg:말레이어,7
KOPjns5q9,플랑(FLAN),음식,음식 > 카페/찻집,1,KOPjns5q9:한국어|ENPjns5q9:영어|JPPjns5q9:일본어|CNPjns5q9:중국어 간체|TCPjns5q9:중국어 번체|RUPjns5q9:러시아어|MLPjns5q9:말레이어,7
KOP6hb17n,능라도 서초점,음식,음식 > 한식,1,KOP6hb17n:한국어|ENP6hb17n:영어|JPP6hb17n:일본어|CNP6hb17n:중국어 간체|TCP6hb17n:중국어 번체|RUP6hb17n:러시아어|MLP6hb17n:말레이어,7
KOP5biuc6,능라도 명동점,음식,음식 > 한식,1,KOP5biuc6:한국어|ENP5biuc6:영어|JPP5biuc6:일본어|CNP5biuc6:중국어 간체|TCP5biuc6:중국어 번체|RUP5biuc6:러시아어|MLP5biuc6:말레이어,7
KOPtjmzyg,조앤도슨 광화문점,음식,음식 > 카페/찻집,1,KOPtjmzyg:한국어|ENPtjmzyg:영어|JPPtjmzyg:일본어|CNPtjmzyg:중국어 간체|TCPtjmzyg:중국어 번체|RUPtjmzyg:러시아어|MLPtjmzyg:말레이어,7
KOPi6rvj2,무심,음식,음식 > 카페/찻집,1,KOPi6rvj2:한국어|ENPi6rvj2:영어|JPPi6rvj2:일본어|CNPi6rvj2:중국어 간체|TCPi6rvj2:중국어 번체|RUPi6rvj2:러시아어|MLPi6rvj2:말레이어,7
KOPgvi0k6,티비에이비,음식,음식 > 카페/찻집,2,KOPgvi0k6:한국어|ENPgvi0k6:영어|JPPgvi0k6:일본어|CNPgvi0k6:중국어 간체|TCPgvi0k6:중국어 번체|RUPgvi0k6:러시아어|MLPgvi0k6:말레이어,7
KOP2ckakp,이색 카페 &#039;티키룸&#039;,음식,음식 > 카페/찻집,2,KOP2ckakp:한국어|ENP2ckakp:영어|JPP2ckakp:일본어|CNP2ckakp:중국어 간체|TCP2ckakp:중국어 번체|RUP2ckakp:러시아어|MLP2ckakp:말레이어,7
KOPnpz0q2,여기인가 (서촌카페),음식,음식 > 카페/찻집,2,KOPnpz0q2:한국어|ENPnpz0q2:영어|JPPnpz0q2:일본어|CNPnpz0q2:중국어 간체|TCPnpz0q2:중국어 번체|RUPnpz0q2:러시아어|MLPnpz0q2:말레이어,7
KOPz665mn,플레이독스,음식,음식 > 카페/찻집,2,KOPz665mn:한국어|ENPz665mn:영어|JPPz665mn:일본어|CNPz665mn:중국어 간체|TCPz665mn:중국어 번체|RUPz665mn:러시아어|MLPz665mn:말레이어,7
KOPvlhzhw,스모어마켓,음식,음식 > 카페/찻집,2,KOPvlhzhw:한국어|ENPvlhzhw:영어|JPPvlhzhw:일본어|CNPvlhzhw:중국어 간체|TCPvlhzhw:중국어 번체|RUPvlhzhw:러시아어|MLPvlhzhw:말레이어,7
KOPds3v1e,조선초가한끼 마포점,음식,음식 > 한식,2,KOPds3v1e:한국어|ENPds3v1e:영어|JPPds3v1e:일본어|CNPds3v1e:중국어 간체|TCPds3v1e:중국어 번체|RUPds3v1e:러시아어|MLPds3v1e:말레이어,7
KOPdvr9yu,CU 성수 디저트파크점,음식,음식,2,KOPdvr9yu:한국어|ENPdvr9yu:영어|JPPdvr9yu:일본어|CNPdvr9yu:중국어 간체|TCPdvr9yu:중국어 번체|RUPdvr9yu:러시아어|MLPdvr9yu:말레이어,7
KOPhrnovc,한옥국밥 &#039;송암온반&#039;,음식,음식 > 한식,2,KOPhrnovc:한국어|ENPhrnovc:영어|JPPhrnovc:일본어|CNPhrnovc:중국어 간체|TCPhrnovc:중국어 번체|RUPhrnovc:러시아어|MLPhrnovc:말레이어,7
KOPc9eu5r,미동식당,음식,음식 > 주점,2,KOPc9eu5r:한국어|ENPc9eu5r:영어|JPPc9eu5r:일본어|CNPc9eu5r:중국어 간체|TCPc9eu5r:중국어 번체|RUPc9eu5r:러시아어|MLPc9eu5r:말레이어,7
KOPbg0u5h,카페 공명 망원책빵,음식,음식 > 카페/찻집,2,KOPbg0u5h:한국어|ENPbg0u5h:영어|JPPbg0u5h:일본어|CNPbg0u5h:중국어 간체|TCPbg0u5h:중국어 번체|RUPbg0u5h:러시아어|MLPbg0u5h:말레이어,7
KOPmfp5ro,하이브 플레이그라운드,음식,음식 > 카페/찻집,2,KOPmfp5ro:한국어|ENPmfp5ro:영어|JPPmfp5ro:일본어|CNPmfp5ro:중국어 간체|TCPmfp5ro:중국어 번체|RUPmfp5ro:러시아어|MLPmfp5ro:말레이어,7
KOPxq64tq,이화오하나 (梨花Ohana),음식,음식 > 외국식 > 일식,2,KOPxq64tq:한국어|ENPxq64tq:영어|JPPxq64tq:일본어|CNPxq64tq:중국어 간체|TCPxq64tq:중국어 번체|RUPxq64tq:러시아어|MLPxq64tq:말레이어,7
KOP0zvhxx,카페 카카리코,음식,음식 > 카페/찻집,2,KOP0zvhxx:한국어|ENP0zvhxx:영어|JPP0zvhxx:일본어|CNP0zvhxx:중국어 간체|TCP0zvhxx:중국어 번체|RUP0zvhxx:러시아어|MLP0zvhxx:말레이어,7
KOPywjsmm,토속촌삼계탕,음식,음식 > 한식,2,KOPywjsmm:한국어|ENPywjsmm:영어|JPPywjsmm:일본어|CNPywjsmm:중국어 간체|TCPywjsmm:중국어 번체|RUPywjsmm:러시아어|MLPywjsmm:말레이어,7
KOPtvc2cy,헤리티지 클럽 (Heritage Club),음식,음식 > 카페/찻집,2,KOPtvc2cy:한국어|ENPtvc2cy:영어|JPPtvc2cy:일본어|CNPtvc2cy:중국어 간체|TCPtvc2cy:중국어 번체|RUPtvc2cy:러시아어|MLPtvc2cy:말레이어,7
KOP1d5td0,하녹 서순라길점,음식,음식 > 한식,2,KOP1d5td0:한국어|ENP1d5td0:영어|JPP1d5td0:일본어|CNP1d5td0:중국어 간체|TCP1d5td0:중국어 번체|RUP1d5td0:러시아어|MLP1d5td0:말레이어,7
KOPwv6j5f,애슐리퀸즈 던던 동대문점,음식,음식 > 한식,2,KOPwv6j5f:한국어|ENPwv6j5f:영어|JPPwv6j5f:일본어|CNPwv6j5f:중국어 간체|TCPwv6j5f:중국어 번체|RUPwv6j5f:러시아어|MLPwv6j5f:말레이어,7
KOPf0gxy1,애슐리퀸즈 성수낙낙점,음식,음식 > 한식,2,KOPf0gxy1:한국어|ENPf0gxy1:영어|JPPf0gxy1:일본어|CNPf0gxy1:중국어 간체|TCPf0gxy1:중국어 번체|RUPf0gxy1:러시아어|MLPf0gxy1:말레이어,7
KOPt829ij,애슐리퀸즈 홍대점,음식,음식 > 한식,2,KOPt829ij:한국어|ENPt829ij:영어|JPPt829ij:일본어|CNPt829ij:중국어 간체|TCPt829ij:중국어 번체|RUPt829ij:러시아어|MLPt829ij:말레이어,7
KOPuhyzcz,째즈스토리,음식,음식 > 주점,2,KOPuhyzcz:한국어|ENPuhyzcz:영어|JPPuhyzcz:일본어|CNPuhyzcz:중국어 간체|TCPuhyzcz:중국어 번체|RUPuhyzcz:러시아어|MLPuhyzcz:말레이어,7
KOPll1tbp,밥짓고 티우림,음식,음식 > 한식,3,KOPll1tbp:한국어|ENPll1tbp:영어|JPPll1tbp:일본어|CNPll1tbp:중국어 간체|TCPll1tbp:중국어 번체|RUPll1tbp:러시아어|MLPll1tbp:말레이어,7
KOP6sdoro,조셉의 커피나무,음식,음식 > 카페/찻집,3,KOP6sdoro:한국어|ENP6sdoro:영어|JPP6sdoro:일본어|CNP6sdoro:중국어 간체|TCP6sdoro:중국어 번체|RUP6sdoro:러시아어|MLP6sdoro:말레이어,7
KOPpr9v1k,청돈옥 (Cheongdonok),음식,음식 > 한식,3,KOPpr9v1k:한국어|ENPpr9v1k:영어|JPPpr9v1k:일본어|CNPpr9v1k:중국어 간체|TCPpr9v1k:중국어 번체|RUPpr9v1k:러시아어|MLPpr9v1k:말레이어,7
KOPqyikuv,두루미분식 N서울타워점,음식,음식 > 한식,3,KOPqyikuv:한국어|ENPqyikuv:영어|JPPqyikuv:일본어|CNPqyikuv:중국어 간체|TCPqyikuv:중국어 번체|RUPqyikuv:러시아어|MLPqyikuv:말레이어,7
KOPjdhubv,달맞이광장바베큐,음식,음식 > 한식,3,KOPjdhubv:한국어|ENPjdhubv:영어|JPPjdhubv:일본어|CNPjdhubv:중국어 간체|TCPjdhubv:중국어 번체|RUPjdhubv:러시아어|MLPjdhubv:말레이어,7
KOPq5g5y2,문전성시,음식,음식 > 한식,3,KOPq5g5y2:한국어|ENPq5g5y2:영어|JPPq5g5y2:일본어|CNPq5g5y2:중국어 간체|TCPq5g5y2:중국어 번체|RUPq5g5y2:러시아어|MLPq5g5y2:말레이어,7
KOP8ndtkv,무구옥 （MUGUOK）,음식,음식 > 한식,3,KOP8ndtkv:한국어|ENP8ndtkv:영어|JPP8ndtkv:일본어|CNP8ndtkv:중국어 간체|TCP8ndtkv:중국어 번체|RUP8ndtkv:러시아어|MLP8ndtkv:말레이어,7
KOPh7v6i1,팔계집,음식,음식 > 한식,3,KOPh7v6i1:한국어|ENPh7v6i1:영어|JPPh7v6i1:일본어|CNPh7v6i1:중국어 간체|TCPh7v6i1:중국어 번체|RUPh7v6i1:러시아어|MLPh7v6i1:말레이어,7
KOPn176ze,도토리오븐,음식,음식 > 카페/찻집,3,KOPn176ze:한국어|ENPn176ze:영어|JPPn176ze:일본어|CNPn176ze:중국어 간체|TCPn176ze:중국어 번체|RUPn176ze:러시아어|MLPn176ze:말레이어,7
KOPc4ztew,더쌍화,음식,음식 > 카페/찻집,3,KOPc4ztew:한국어|ENPc4ztew:영어|JPPc4ztew:일본어|CNPc4ztew:중국어 간체|TCPc4ztew:중국어 번체|RUPc4ztew:러시아어|MLPc4ztew:말레이어,7
KOPa7mlqm,동작노을카페,음식,음식 > 카페/찻집,3,KOPa7mlqm:한국어|ENPa7mlqm:영어|JPPa7mlqm:일본어|CNPa7mlqm:중국어 간체|TCPa7mlqm:중국어 번체|RUPa7mlqm:러시아어|MLPa7mlqm:말레이어,7
KOPxxcfmq,고래불,음식,음식 > 한식,3,KOPxxcfmq:한국어|ENPxxcfmq:영어|JPPxxcfmq:일본어|CNPxxcfmq:중국어 간체|TCPxxcfmq:중국어 번체|RUPxxcfmq:러시아어|MLPxxcfmq:말레이어,7
KOPsj6nqy,부야스곱창 홍대점,음식,음식 > 한식,3,KOPsj6nqy:한국어|ENPsj6nqy:영어|JPPsj6nqy:일본어|CNPsj6nqy:중국어 간체|TCPsj6nqy:중국어 번체|RUPsj6nqy:러시아어|MLPsj6nqy:말레이어,7
KOP2w1s9w,백팔,음식,음식 > 주점,3,KOP2w1s9w:한국어|ENP2w1s9w:영어|JPP2w1s9w:일본어|CNP2w1s9w:중국어 간체|TCP2w1s9w:중국어 번체|RUP2w1s9w:러시아어|MLP2w1s9w:말레이어,7
KOP14h5v9,언뎁트 (Undebt),음식,음식 > 카페/찻집,3,KOP14h5v9:한국어|ENP14h5v9:영어|JPP14h5v9:일본어|CNP14h5v9:중국어 간체|TCP14h5v9:중국어 번체|RUP14h5v9:러시아어|MLP14h5v9:말레이어,7
KOP7bb6ng,텅 비어있는 삶,음식,음식 > 카페/찻집,3,KOP7bb6ng:한국어|ENP7bb6ng:영어|JPP7bb6ng:일본어|CNP7bb6ng:중국어 간체|TCP7bb6ng:중국어 번체|RUP7bb6ng:러시아어|MLP7bb6ng:말레이어,7
KOP2ms2gs,서촌 스코프,음식,음식 > 카페/찻집,3,KOP2ms2gs:한국어|ENP2ms2gs:영어|JPP2ms2gs:일본어|CNP2ms2gs:중국어 간체|TCP2ms2gs:중국어 번체|RUP2ms2gs:러시아어|MLP2ms2gs:말레이어,7
KOP5l258t,에이치커피로스터스 서촌,음식,음식 > 카페/찻집,3,KOP5l258t:한국어|ENP5l258t:영어|JPP5l258t:일본어|CNP5l258t:중국어 간체|TCP5l258t:중국어 번체|RUP5l258t:러시아어|MLP5l258t:말레이어,7
KOP5xmb4f,스페이스 K 노들,음식,음식 > 카페/찻집,3,KOP5xmb4f:한국어|ENP5xmb4f:영어|JPP5xmb4f:일본어|CNP5xmb4f:중국어 간체|TCP5xmb4f:중국어 번체|RUP5xmb4f:러시아어|MLP5xmb4f:말레이어,7
KOPz2k7k0,수록곡 기록실,음식,음식 > 카페/찻집,3,KOPz2k7k0:한국어|ENPz2k7k0:영어|JPPz2k7k0:일본어|CNPz2k7k0:중국어 간체|TCPz2k7k0:중국어 번체|RUPz2k7k0:러시아어|MLPz2k7k0:말레이어,7
KOPe2b9jp,녹기 전에,음식,음식 > 카페/찻집,4,KOPe2b9jp:한국어|ENPe2b9jp:영어|JPPe2b9jp:일본어|CNPe2b9jp:중국어 간체|TCPe2b9jp:중국어 번체|RUPe2b9jp:러시아어|MLPe2b9jp:말레이어,7
KOP53n6hr,아이오밀 (I.O MEAL),음식,음식 > 외국식 > 일식,4,KOP53n6hr:한국어|ENP53n6hr:영어|JPP53n6hr:일본어|CNP53n6hr:중국어 간체|TCP53n6hr:중국어 번체|RUP53n6hr:러시아어|MLP53n6hr:말레이어,7
KOP6fo4p4,환대커피워크,음식,음식 > 카페/찻집,4,KOP6fo4p4:한국어|ENP6fo4p4:영어|JPP6fo4p4:일본어|CNP6fo4p4:중국어 간체|TCP6fo4p4:중국어 번체|RUP6fo4p4:러시아어|MLP6fo4p4:말레이어,7
